user_id,attendance,timestamp
111,0,2024-09-02 19:06:31
111,1,2024-09-02 19:06:45
222,0,2024-09-03 08:35:09
222,1,2024-09-03 08:35:25
222,1,2024-09-03 08:35:42
222,1,2024-09-03 08:36:01
333,1,2024-09-03 08:46:25
333,1,2024-09-03 08:46:36
333,1,2024-09-03 08:49:23
333,1,2024-09-03 08:50:29
333,1,2024-09-03 08:51:17
333,1,2024-09-03 08:51:45
333,1,2024-09-03 08:52:07
333,1,2024-09-03 08:52:11
333,1,2024-09-03 08:55:01
333,1,2024-09-03 08:57:15
333,1,2024-09-03 11:15:17
333,1,2024-09-03 11:17:09
