actuals,distances,time_taken,cpu_memory_usage,ram_usage
1,0.890745,0.3650050163269043,33.8,75.0625
1,0.9973384,0.2669210433959961,75.8,9.375
1,0.17786069,0.26143527030944824,71.5,19.6875
1,0.4859082,0.22959113121032715,67.1,2.328125
1,0.8452561,0.21025323867797852,59.0,9.171875
1,0.49909353,0.24404501914978027,55.0,0.25
1,0.47183046,0.20639991760253906,53.9,5.890625
1,0.48621315,0.20414495468139648,54.5,9.53125
1,0.9300545,0.20731186866760254,55.6,5.796875
1,0.44931105,0.20760107040405273,50.6,12.09375
1,0.21631843,0.20623993873596191,51.8,8.34375
1,0.8378753,0.2090308666229248,52.9,0.015625
1,0.45009238,0.20929789543151855,49.4,0.015625
1,0.9397924,0.20569396018981934,52.4,0.015625
1,0.8452561,0.20636796951293945,51.8,0.046875
1,0.9817732,0.2005608081817627,50.6,0.046875
1,0.39933488,0.24837803840637207,53.0,0.0
1,0.911811,0.20288991928100586,0.0,0.0
1,0.36956757,0.20915722846984863,0.0,0.0
1,0.23770359,0.22200918197631836,0.0,5.5
1,0.91338706,0.21426081657409668,56.7,0.0
1,0.73720485,0.20578622817993164,59.4,0.0
1,0.3074536,0.20478105545043945,56.2,0.0
1,0.56259394,0.20390772819519043,51.6,0.078125
1,0.9849986,0.25945591926574707,73.3,0.015625
1,0.53697497,0.23649191856384277,70.8,0.296875
1,0.9248232,0.24155974388122559,56.9,0.015625
1,0.47691008,0.30599188804626465,66.4,0.578125
1,0.5625131,0.21768403053283691,56.1,0.0
1,0.36956757,0.20437908172607422,62.7,5.515625
1,1.0227735,0.20422816276550293,63.7,0.046875
1,0.44931105,0.20224308967590332,60.6,0.0
1,0.92026025,0.20807504653930664,58.8,0.0
1,0.91565347,0.20363807678222656,60.4,0.0
1,0.803228,0.20566987991333008,58.8,5.71875
1,0.8702914,0.2079627513885498,60.6,-0.0625
1,0.9119032,0.2022089958190918,66.9,0.0
1,0.91338706,0.20602798461914062,58.4,0.0
1,0.9573345,0.24451088905334473,59.9,0.171875
1,0.47183046,0.2124497890472412,54.1,0.0
1,0.934218,0.2799088954925537,67.3,-106.640625
1,0.91194654,0.30414485931396484,71.0,30.34375
1,0.3916624,0.28150200843811035,71.4,6.53125
1,1.0069923,0.2559783458709717,67.0,14.109375
1,0.47512513,0.24653100967407227,57.7,0.0
1,0.9669781,0.20956802368164062,52.1,4.296875
1,0.3074536,0.20589900016784668,51.2,2.078125
1,1.0220215,0.21417498588562012,0.0,4.125
1,0.99971795,0.22195696830749512,0.0,2.859375
1,0.56056976,0.2501049041748047,52.3,0.0
1,0.46342003,0.2098531723022461,52.3,2.875
1,0.8613422,0.21100115776062012,0.0,0.9375
1,0.6114895,0.20801091194152832,0.0,1.5
1,0.61807144,0.20906972885131836,0.0,0.296875
1,0.8518044,0.21150684356689453,53.0,3.921875
1,0.94241726,0.2109508514404297,52.0,16.296875
1,0.78639567,0.21297788619995117,51.7,4.890625
1,0.8568748,0.2075059413909912,51.8,0.0
1,0.38232735,0.22853875160217285,0.0,0.015625
1,0.7121858,0.21222186088562012,57.2,0.0
1,0.77411544,0.25469517707824707,54.1,0.03125
1,0.870192,0.20982122421264648,51.2,3.421875
1,0.5058056,0.20601296424865723,53.3,0.046875
1,0.17417122,0.21210908889770508,0.0,0.015625
1,0.76272815,0.20919489860534668,50.9,0.015625
1,0.8518044,0.21256709098815918,53.2,0.0
1,0.9023072,0.21396827697753906,52.6,0.015625
1,0.5072437,0.2116260528564453,53.8,0.0
1,0.82688385,0.2109389305114746,51.8,0.0
1,0.26620442,0.20866918563842773,53.3,0.0
1,0.7873773,0.21133804321289062,51.4,0.0
1,0.8525951,0.25522398948669434,52.6,0.03125
1,0.94278324,0.211014986038208,50.6,0.0
1,0.9606645,0.21076393127441406,52.1,0.359375
1,0.60159904,0.21505522727966309,54.8,0.0
1,0.5226079,0.21214795112609863,51.8,0.0
1,0.82671547,0.21236419677734375,50.6,0.0
1,0.870192,0.2100832462310791,50.9,0.0
1,0.6359983,0.21132802963256836,52.6,0.0
1,0.12986083,0.2183387279510498,50.8,0.0
1,0.39190778,0.2105419635772705,51.8,0.0
1,0.73879445,0.2141709327697754,51.4,0.0
1,0.79106015,0.25052595138549805,51.0,0.015625
1,0.8078579,0.22318291664123535,53.0,2.875
1,0.9023072,0.22432684898376465,55.8,0.0
1,0.5152388,0.28923606872558594,63.7,0.34375
1,0.9364055,0.28218770027160645,63.8,5.515625
1,0.5443514,0.27618885040283203,61.5,0.28125
1,0.8462486,0.2609081268310547,63.9,-23.984375
1,0.8977144,0.24587678909301758,57.9,-15.578125
1,0.8332311,0.37961411476135254,73.8,-30.46875
1,0.466753,0.2228090763092041,51.4,1.234375
1,0.8977144,0.2233259677886963,53.6,19.765625
1,0.42804173,0.2590489387512207,50.7,11.15625
1,0.74721783,0.21844196319580078,51.9,4.1875
1,0.74721783,0.21407699584960938,52.3,5.96875
1,0.9441124,0.21471476554870605,51.7,0.0
1,0.8645395,0.21433401107788086,53.2,10.09375
1,0.63996047,0.21641993522644043,50.6,0.015625
1,0.93667984,0.21245789527893066,52.6,0.890625
1,1.1028016,0.2088940143585205,0.0,0.0
1,1.1193669,0.20948505401611328,0.0,0.671875
1,1.1641111,0.20659399032592773,51.2,0.640625
1,0.04940655,0.20612311363220215,51.8,0.0
1,0.035491016,0.27231407165527344,55.2,0.59375
1,0.059470735,0.21104121208190918,53.8,0.0
1,0.3495717,0.20844101905822754,56.1,0.0
1,0.067186035,0.20846295356750488,68.3,0.0
1,0.02807898,0.35414791107177734,92.2,0.890625
1,0.07361488,0.23020386695861816,94.1,0.0
1,0.04944258,0.22575116157531738,0.0,0.0
1,0.04750895,0.29372596740722656,89.9,6.359375
1,0.053582035,0.21442413330078125,64.8,0.015625
1,1.1122956,0.2085721492767334,53.5,2.796875
1,0.08929207,0.2090590000152588,53.5,0.359375
1,0.047814112,0.2578999996185303,57.5,0.015625
1,0.032880284,0.21825408935546875,61.4,0.0
1,0.03938628,0.22393202781677246,69.3,0.0
1,0.3329746,0.21692419052124023,57.8,0.0
1,0.08367849,0.207733154296875,56.7,0.0
1,0.047377467,0.2084798812866211,57.1,0.0
1,0.044136032,0.20747995376586914,51.8,0.0
1,0.052513774,0.20870399475097656,52.0,0.0
1,0.06045277,0.21032404899597168,52.3,0.0
1,0.044720396,0.2067580223083496,53.6,0.0
1,0.069580294,0.21726489067077637,53.4,0.109375
1,0.08474595,0.24837899208068848,53.0,0.0
1,1.1237656,0.24963879585266113,69.2,4.359375
1,1.1771576,0.25292420387268066,59.6,0.046875
1,1.1096736,0.27800703048706055,65.6,-61.109375
1,0.35026336,0.28063106536865234,67.8,-32.453125
1,0.35976973,0.24905109405517578,68.3,17.65625
1,0.0808876,0.2846212387084961,69.3,7.90625
1,0.33069482,0.2962532043457031,67.5,4.875
1,0.36747736,0.30542469024658203,71.0,1.078125
1,0.049362727,0.23162508010864258,59.7,10.96875
1,1.1178206,0.21434593200683594,58.4,0.03125
1,0.35545155,0.2552661895751953,0.0,2.90625
1,0.08546124,0.21430397033691406,0.0,5.40625
1,0.0723936,0.2096538543701172,51.9,11.796875
1,0.073729925,0.21029996871948242,54.1,2.4375
1,0.054296497,0.21789789199829102,59.7,7.515625
1,0.34304354,0.21331286430358887,0.0,0.0
1,1.1039095,0.2129809856414795,0.0,0.0
1,1.1187863,0.2144019603729248,53.3,0.984375
1,0.35911644,0.21333813667297363,52.5,0.0
1,0.07384034,0.2243201732635498,55.7,0.453125
1,1.1111077,0.21203899383544922,0.0,0.0
1,0.05756738,0.2531089782714844,0.0,0.046875
1,0.3355477,0.2114548683166504,55.5,0.0
1,0.16413417,0.21941709518432617,54.5,12.125
1,0.21913004,0.22212886810302734,52.5,0.0
1,0.08565797,0.2208547592163086,59.3,0.0
1,0.26757824,0.21532797813415527,52.2,6.9375
1,0.3348258,0.22020316123962402,51.7,1.359375
1,0.0630808,0.21713733673095703,54.3,0.0
1,0.24234931,0.21849393844604492,53.6,0.0
1,0.23480663,0.21703314781188965,51.1,1.1875
1,0.19127285,0.22711896896362305,60.6,0.046875
1,0.091796696,0.27069902420043945,57.5,0.0
1,0.09572503,0.22240996360778809,54.2,0.0
1,0.28186175,0.22287273406982422,55.2,0.234375
1,0.10393629,0.21715188026428223,0.0,0.078125
1,0.37592208,0.24196791648864746,0.0,0.171875
1,0.087492555,0.2310338020324707,57.2,6.1875
1,0.19026686,0.2560389041900635,63.9,0.0
1,0.2082835,0.23585200309753418,60.4,0.0
1,0.25750712,0.26964712142944336,0.0,0.0
1,0.13623072,0.2675938606262207,66.9,0.125
1,0.36496344,0.30307984352111816,73.6,0.0
1,0.3823733,0.3487858772277832,72.2,-27.515625
1,0.14375094,0.2910919189453125,68.5,-14.75
1,0.09572503,0.28789710998535156,67.8,-38.28125
1,0.12458026,0.3146202564239502,75.6,-4.328125
1,0.2014216,0.2709970474243164,67.5,0.671875
1,0.12112526,0.2409522533416748,69.4,5.296875
1,0.140295,0.24724197387695312,66.1,0.015625
1,0.28186175,0.23285984992980957,58.2,11.75
1,0.1798405,0.22563815116882324,53.5,8.328125
1,0.0803897,0.22142386436462402,54.2,18.078125
1,0.1167738,0.22355103492736816,0.0,0.046875
1,0.09776526,0.26796507835388184,53.9,3.78125
1,0.055398934,0.22670793533325195,54.1,19.390625
1,0.32226256,0.2217578887939453,55.2,0.015625
1,0.08081885,0.22297906875610352,59.0,0.015625
1,0.22792079,0.22088384628295898,58.7,5.46875
1,0.3521518,0.2283799648284912,59.8,0.140625
1,0.09830822,0.22516608238220215,60.3,0.0
1,0.2585545,0.23717999458312988,62.1,3.140625
